"Threat","Type","Direction","Vector","Pattern","Medium","Speed","Impact","Mutation","Attack_Strength","Speed_N","Impact_N","Attack_N","Propagation_Score","Risk_Level"
"Weak_Password","External","Downward","USB","Random","Hybrid",45.71,75.86,0.36,79.13,0.433113924050633,0.511420413990007,0.700946686596911,0.545,"Medium"
"Virus","External","Forward","Network","Linear","Wired",33.67,67.35,0.8,38.66,0.311189873417722,0.450678087080657,0.297658196312905,0.363,"Medium"
"AI_Attack","External","Backward","USB","Circular","Wireless",58.68,53.95,0.93,60.57,0.564455696202532,0.355032119914347,0.515994020926756,0.466,"Medium"
"AI_Attack","Internal","Downward","Email","Linear","Wireless",70.33,45.56,0.21,47.27,0.682430379746835,0.295146324054247,0.383457897359243,0.438,"Medium"
"Hacker_Active","External","Downward","Email","Random","Hybrid",57.34,88.82,0.4,79.61,0.550886075949367,0.603925767309065,0.705729945191829,0.619,"High"
"No_Encryption","Internal","Upward","Cloud","Linear","Hybrid",36.32,90.12,0.7,69.98,0.338025316455696,0.613204853675946,0.609765819631291,0.53,"Medium"
"Supply_Chain","External","Upward","API","Random","Wireless",74.22,66.82,0.25,49.76,0.721822784810127,0.446895074946467,0.408271051320379,0.518,"Medium"
"No_Encryption","External","Forward","Cloud","Random","Hybrid",47.54,103.62,0.16,75.99,0.451645569620253,0.709564596716631,0.66965620328849,0.62,"High"
"Data_Leak","Internal","Backward","Email","Circular","Hybrid",52.68,70.31,0.75,63.27,0.503696202531646,0.47180585296217,0.542899850523169,0.503,"Medium"
"Data_Leak","Internal","Backward","API","Circular","Wired",49.26,89.54,0.25,70.47,0.469063291139241,0.609064953604568,0.614648729446936,0.569,"Medium"
"Rogue_Employee","External","Backward","Cloud","Circular","Wireless",46.76,56.57,0.93,73.67,0.443746835443038,0.373733047822984,0.646537120079721,0.477,"Medium"
"Hacker_Active","External","Upward","Network","Circular","Wireless",51.21,82.12,0.06,52.39,0.488810126582279,0.55610278372591,0.434479322371699,0.499,"Medium"
"Supply_Chain","External","Backward","Email","Linear","Wired",34.54,83.2,0.16,64.01,0.32,0.563811563169165,0.550274040857001,0.487,"Medium"
"Supply_Chain","Internal","Upward","Network","Linear","Hybrid",67.3,75.79,0.79,22.1,0.651746835443038,0.510920770877944,0.132635774788241,0.44,"Medium"
"Rogue_Employee","External","Upward","USB","Linear","Hybrid",59.69,91.82,0.39,54.73,0.574683544303797,0.625339043540328,0.457797708021923,0.56,"Medium"
"Hacker_Passive","Internal","Forward","Email","Random","Wired",51.18,67.33,0.06,72.7,0.488506329113924,0.450535331905782,0.636870951669158,0.518,"Medium"
"Weak_Password","External","Downward","API","Random","Wired",64.18,29.88,0.36,75.28,0.620151898734177,0.183226266952177,0.662580966616841,0.458,"Medium"
"Hacker_Passive","Internal","Upward","API","Random","Wireless",31.67,63.27,0.18,68.92,0.29093670886076,0.421556031406139,0.59920279023418,0.436,"Medium"
"Virus","Internal","Upward","Email","Random","Hybrid",66.28,85.19,0.51,63.7,0.641417721518987,0.578015703069236,0.54718485301445,0.588,"Medium"
"Insider_Malware","Internal","Downward","Network","Linear","Hybrid",53.18,32.52,0.32,71.23,0.508759493670886,0.202069950035689,0.622222222222222,0.42,"Medium"
"No_Encryption","External","Cross","Cloud","Linear","Hybrid",57.55,35.7,0.63,46.08,0.553012658227848,0.224768022840828,0.371599402092676,0.367,"Medium"
"Weak_Password","Internal","Upward","API","Circular","Wired",43.16,70.46,0.84,49.88,0.407291139240506,0.472876516773733,0.409466865969108,0.434,"Medium"
"Rogue_Employee","External","Cross","Email","Random","Wired",38.27,72.41,0.77,46.31,0.357772151898734,0.486795146324054,0.373891380169407,0.414,"Medium"
"Hacker_Active","Internal","Cross","Cloud","Circular","Hybrid",41.81,94.38,0.35,65.28,0.393620253164557,0.64361170592434,0.562929745889387,0.544,"Medium"
"Rogue_Employee","Internal","Cross","Email","Random","Wired",65.54,68.77,0.85,60.94,0.633924050632911,0.460813704496788,0.519681116093672,0.53,"Medium"
"Supply_Chain","Internal","Cross","API","Linear","Hybrid",66.36,80.16,0.3,65.91,0.642227848101266,0.542112776588151,0.569207772795217,0.58,"Medium"
"Data_Leak","Internal","Forward","API","Random","Hybrid",73.32,75.47,0.23,65.86,0.712708860759494,0.508636688079943,0.56870951669158,0.588,"Medium"
"Rogue_Employee","External","Upward","Cloud","Random","Wireless",49.07,84.89,0.92,77.42,0.467139240506329,0.57587437544611,0.683906327852516,0.576,"Medium"
"Insider_Malware","External","Downward","USB","Linear","Wired",38.66,88.32,0.49,86.13,0.361721518987342,0.600356887937188,0.770702541106129,0.58,"Medium"
"Virus","Internal","Forward","USB","Circular","Wireless",72.09,43.33,0.15,40.36,0.700253164556962,0.279229122055675,0.314598903836572,0.416,"Medium"
"Data_Leak","External","Backward","USB","Linear","Wired",26.72,56.33,0.78,66.52,0.240810126582278,0.372019985724483,0.575286497259591,0.394,"Medium"
"Data_Leak","External","Backward","API","Linear","Wired",47.62,88.37,0.59,50.88,0.452455696202532,0.600713775874376,0.419431988041854,0.502,"Medium"
"Virus","External","Downward","API","Linear","Hybrid",59.05,26.66,0.28,81.16,0.56820253164557,0.160242683797288,0.721175884404584,0.451,"Medium"
"AI_Attack","External","Upward","USB","Linear","Hybrid",32.57,18.62,0.4,70.49,0.300050632911392,0.102855103497502,0.614848031888391,0.316,"Medium"
"No_Encryption","External","Downward","Email","Linear","Wired",26.6,72.72,0.68,77.87,0.239594936708861,0.489007851534618,0.688390632785252,0.474,"Medium"
"Virus","Internal","Upward","USB","Circular","Wireless",57.34,70.67,0.99,41.46,0.550886075949367,0.474375446109922,0.325560538116592,0.453,"Medium"
"Rogue_Employee","External","Upward","Cloud","Random","Hybrid",74.32,63.05,0.96,61.23,0.722835443037975,0.419985724482512,0.522571001494768,0.542,"Medium"
"Rogue_Employee","Internal","Forward","API","Circular","Wired",39.28,86.97,0.59,84.19,0.368,0.590720913633119,0.751370204285003,0.572,"Medium"
"Supply_Chain","External","Backward","Network","Circular","Hybrid",39.7,93.85,0.09,47.02,0.372253164556962,0.63982869379015,0.380966616841056,0.482,"Medium"
"Supply_Chain","Internal","Upward","Cloud","Linear","Wireless",35.88,89.87,0.98,45.07,0.333569620253165,0.611420413990007,0.361534628799203,0.453,"Medium"
"Rogue_Employee","External","Upward","Cloud","Random","Wired",72.27,66.47,0.77,57.85,0.702075949367089,0.444396859386153,0.488888888888889,0.535,"Medium"
"Weak_Password","External","Forward","Network","Random","Wired",39.38,69.46,0.39,49.98,0.369012658227848,0.465738758029979,0.410463378176383,0.42,"Medium"
"Virus","External","Forward","Cloud","Circular","Wireless",37.44,76.1,0.47,72.5,0.349367088607595,0.513133476088508,0.634877927254609,0.501,"Medium"
"AI_Attack","External","Upward","API","Random","Hybrid",37.94,27.48,0.13,53.67,0.354430379746835,0.166095645967166,0.447234678624813,0.307,"Medium"
"Insider_Malware","Internal","Downward","Network","Linear","Wireless",41.18,49.92,0.16,56.87,0.387240506329114,0.326266952177016,0.479123069257598,0.39,"Medium"
"No_Encryption","Internal","Backward","Network","Circular","Wired",41.03,85.94,0.23,39.77,0.385721518987342,0.583369022127052,0.308719481813652,0.442,"Medium"
"Supply_Chain","Internal","Cross","USB","Random","Wired",59.1,74.94,0.6,65.31,0.568708860759494,0.504853675945753,0.56322869955157,0.542,"Medium"
"Rogue_Employee","External","Backward","Email","Linear","Wired",54.53,43.95,0.43,70.11,0.522430379746835,0.283654532476802,0.611061285500747,0.454,"Medium"
"Data_Leak","External","Cross","Network","Random","Hybrid",57.12,95.78,0.48,40.74,0.548658227848101,0.653604568165596,0.318385650224215,0.522,"Medium"
"Insider_Malware","Internal","Backward","Network","Circular","Wired",40.55,79.8,0.61,81.74,0.380860759493671,0.5395431834404,0.726955655206776,0.548,"Medium"
"AI_Attack","External","Downward","Network","Linear","Wireless",60.87,57.95,0.15,46.07,0.586632911392405,0.383583154889365,0.371499750871948,0.441,"Medium"
"Insider_Malware","External","Cross","Email","Linear","Wireless",4.35,70.23,0.16,66.84,0.0142784810126582,0.47123483226267,0.57847533632287,0.366,"Medium"
"Rogue_Employee","External","Downward","Network","Linear","Hybrid",66.92,71.34,0.51,62.6,0.647898734177215,0.479157744468237,0.53622321873443,0.547,"Medium"
"AI_Attack","External","Upward","Email","Random","Hybrid",53,64.04,0.3,46.88,0.506936708860759,0.427052105638829,0.379571499750872,0.437,"Medium"
"Hacker_Passive","Internal","Cross","API","Random","Wired",43.92,66.34,0.72,51.72,0.414987341772152,0.443468950749465,0.42780269058296,0.43,"Medium"
"Insider_Malware","External","Forward","Cloud","Circular","Hybrid",57.13,67.03,0.18,74.23,0.548759493670886,0.448394004282655,0.652117588440458,0.54,"Medium"
"Rogue_Employee","External","Forward","Email","Linear","Wired",31.65,83.2,0.42,59.01,0.29073417721519,0.563811563169165,0.500448430493274,0.463,"Medium"
"Insider_Malware","External","Downward","Email","Linear","Wireless",40.51,89.99,0.64,57.56,0.380455696202532,0.612276945039258,0.485999003487793,0.505,"Medium"
"No_Encryption","External","Backward","Cloud","Linear","Wireless",51.64,81.04,0.96,73.93,0.493164556962025,0.548394004282655,0.649128051818635,0.562,"Medium"
"No_Encryption","Internal","Backward","Cloud","Circular","Wireless",26.56,104.92,0.57,65.71,0.239189873417721,0.718843683083512,0.567214748380668,0.529,"Medium"
"Weak_Password","External","Backward","API","Random","Wired",49.4,82.41,0.94,56.46,0.470481012658228,0.558172733761599,0.475037369207773,0.507,"Medium"
"Hacker_Active","Internal","Upward","API","Circular","Hybrid",49.46,76.45,0.09,62.86,0.471088607594937,0.515631691648822,0.538814150473343,0.509,"Medium"
"Virus","Internal","Downward","USB","Random","Wireless",45.82,86.81,0.23,40.02,0.434227848101266,0.589578872234119,0.311210762331839,0.459,"Medium"
"Hacker_Active","External","Backward","API","Circular","Wireless",30.6,67.29,0.21,63.91,0.280101265822785,0.450249821556031,0.549277528649726,0.429,"Medium"
"Supply_Chain","External","Downward","Network","Linear","Hybrid",67.5,84.65,0.92,92.86,0.653772151898734,0.574161313347609,0.837767812655705,0.677,"High"
"Insider_Malware","Internal","Downward","Cloud","Circular","Wired",27.72,110.1,0.19,56.65,0.250936708860759,0.75581727337616,0.476930742401594,0.521,"Medium"
"Insider_Malware","Internal","Cross","USB","Circular","Wireless",27.84,65.84,0.9,51.63,0.252151898734177,0.439900071377587,0.426905829596413,0.38,"Medium"
"Hacker_Passive","Internal","Forward","API","Linear","Wired",41.26,90.69,0.49,80.62,0.388050632911392,0.617273376159886,0.715794718485302,0.578,"Medium"
"No_Encryption","External","Downward","Cloud","Random","Hybrid",73.24,70.5,0.26,72.52,0.711898734177215,0.473162027123483,0.635077229696064,0.593,"Medium"
"Rogue_Employee","External","Backward","USB","Random","Wired",51.6,55.04,0.49,81.27,0.492759493670886,0.362812276945039,0.722272047832586,0.51,"Medium"
"AI_Attack","Internal","Backward","Network","Linear","Hybrid",53.89,92.67,0.94,68.89,0.515949367088608,0.63140613847252,0.598903836571998,0.587,"Medium"
"Hacker_Passive","External","Cross","Network","Circular","Hybrid",46.76,79.18,0.91,66.15,0.443746835443038,0.535117773019272,0.571599402092676,0.519,"Medium"
"Weak_Password","Internal","Cross","USB","Circular","Wired",54.06,63.66,0.95,70.33,0.517670886075949,0.424339757316203,0.613253612356751,0.509,"Medium"
"AI_Attack","Internal","Downward","Cloud","Circular","Wired",59.5,105.23,0.87,47.16,0.572759493670886,0.721056388294076,0.382361733931241,0.575,"Medium"
"Data_Leak","External","Upward","API","Random","Wired",60.61,32.87,0.73,64.04,0.584,0.204568165596003,0.550572994519183,0.422,"Medium"
"No_Encryption","Internal","Cross","API","Circular","Wireless",70.56,68.74,0.37,66.6,0.684759493670886,0.460599571734475,0.576083707025411,0.562,"Medium"
"Data_Leak","Internal","Forward","API","Circular","Hybrid",38.33,65.83,0.81,88,0.358379746835443,0.43982869379015,0.789337319382163,0.52,"Medium"
"Weak_Password","External","Cross","Cloud","Random","Wired",47.63,67.38,0.44,72.86,0.452556962025316,0.450892219842969,0.638465371200797,0.508,"Medium"
"Rogue_Employee","Internal","Forward","API","Circular","Wired",56.2,72.42,0.16,84.55,0.539341772151899,0.486866523911492,0.754957648231191,0.583,"Medium"
"Data_Leak","External","Downward","Cloud","Circular","Wired",62.38,107.23,0.37,60.88,0.601924050632911,0.735331905781585,0.519083208769307,0.63,"High"
"Supply_Chain","External","Forward","USB","Circular","Wired",45,28.49,0.97,47.38,0.425924050632911,0.173304782298358,0.384554060787245,0.312,"Medium"
"No_Encryption","Internal","Upward","API","Random","Wireless",59.76,90.74,0.45,47.79,0.575392405063291,0.617630264097074,0.38863976083707,0.536,"Medium"
"Data_Leak","External","Backward","Email","Random","Wireless",41.77,54.79,0.28,40.67,0.393215189873418,0.361027837259101,0.317688091679123,0.358,"Medium"
"Hacker_Passive","Internal","Downward","Email","Random","Hybrid",44.88,88.84,0.46,33.06,0.424708860759494,0.60406852248394,0.241853512705531,0.442,"Medium"
"Rogue_Employee","Internal","Forward","Cloud","Linear","Hybrid",65.18,61.05,0.36,54.34,0.630278481012658,0.405710206995004,0.453911310413553,0.488,"Medium"
"Data_Leak","External","Backward","Email","Linear","Hybrid",21.76,87.23,0.79,52.79,0.190582278481013,0.592576730906495,0.438465371200797,0.426,"Medium"
"Rogue_Employee","External","Downward","Email","Linear","Wired",53.32,65.56,0.7,81.26,0.510177215189873,0.437901498929336,0.722172396611859,0.545,"Medium"
"Virus","External","Backward","Network","Random","Hybrid",63.89,57.79,0.41,35.61,0.617215189873418,0.382441113490364,0.267264573991031,0.418,"Medium"
"No_Encryption","External","Upward","API","Random","Wireless",44.83,45.44,0.54,62.38,0.42420253164557,0.294289793004996,0.534030891878426,0.405,"Medium"
"Rogue_Employee","Internal","Cross","Cloud","Linear","Wireless",59.37,50.05,0.24,53.58,0.571443037974684,0.327194860813704,0.446337817638266,0.436,"Medium"
"Hacker_Passive","Internal","Downward","Email","Circular","Wired",39.4,62.74,0.95,69.86,0.369215189873418,0.417773019271949,0.608570004982561,0.46,"Medium"
"Weak_Password","External","Backward","API","Circular","Wired",52.57,69.19,0.81,71.59,0.502582278481013,0.463811563169165,0.625809666168411,0.524,"Medium"
"Hacker_Active","External","Downward","Email","Linear","Wireless",50.15,80.29,0.23,47.4,0.478075949367089,0.54304068522484,0.3847533632287,0.476,"Medium"
"Insider_Malware","Internal","Downward","Network","Circular","Wired",49.57,68.47,0.33,57.45,0.47220253164557,0.458672376873662,0.484902840059791,0.471,"Medium"
"Weak_Password","Internal","Upward","USB","Linear","Wired",30.86,94.65,0.3,56.76,0.28273417721519,0.645538900785154,0.478026905829596,0.486,"Medium"
"Supply_Chain","External","Upward","Email","Linear","Hybrid",47.56,45.2,0.46,44.22,0.451848101265823,0.292576730906495,0.353064275037369,0.359,"Medium"
"Insider_Malware","External","Forward","Email","Random","Wireless",37.79,81.1,0.6,61.77,0.352911392405063,0.548822269807281,0.527952167414051,0.484,"Medium"
"Data_Leak","Internal","Backward","Cloud","Circular","Wired",44.61,88.33,0.55,54.53,0.421974683544304,0.600428265524625,0.455804683607374,0.504,"Medium"
"Hacker_Passive","Internal","Forward","Email","Circular","Wired",65.36,80.21,0.71,50.25,0.632101265822785,0.542469664525339,0.413153961136024,0.531,"Medium"
"AI_Attack","Internal","Downward","API","Linear","Hybrid",41.5,67.42,0.85,44.74,0.390481012658228,0.45117773019272,0.358246138515197,0.405,"Medium"
"AI_Attack","Internal","Backward","Email","Circular","Wireless",49.51,59.89,1,60.87,0.471594936708861,0.397430406852248,0.51898355754858,0.456,"Medium"
"Hacker_Passive","External","Forward","Email","Circular","Wired",51.55,41.81,0.45,61.18,0.492253164556962,0.268379728765168,0.522072745391131,0.412,"Medium"
"Insider_Malware","Internal","Upward","Cloud","Linear","Wired",47.16,39.13,0.1,50.34,0.44779746835443,0.249250535331906,0.414050822122571,0.358,"Medium"
"Rogue_Employee","Internal","Forward","Network","Linear","Wired",62.09,83.97,0.44,84,0.598987341772152,0.569307637401856,0.749476831091181,0.632,"High"
"Rogue_Employee","Internal","Backward","Email","Linear","Wired",49.36,63.64,0.87,42.59,0.470075949367089,0.424197002141328,0.336821126058794,0.412,"Medium"
"Hacker_Passive","Internal","Upward","API","Circular","Wireless",52.32,39.71,0.64,57.16,0.500050632911392,0.253390435403283,0.482012954658695,0.396,"Medium"
"Weak_Password","Internal","Forward","Email","Circular","Hybrid",36.65,80.31,0.81,49.09,0.341367088607595,0.543183440399715,0.401594419531639,0.44,"Medium"
"No_Encryption","External","Downward","Email","Random","Hybrid",44.27,85.79,0.22,72.84,0.41853164556962,0.582298358315489,0.638266068759342,0.55,"Medium"
"Hacker_Active","External","Downward","USB","Linear","Wireless",40.29,26.98,0.86,76.74,0.378227848101266,0.162526766595289,0.677130044843049,0.382,"Medium"
"No_Encryption","External","Backward","Email","Random","Wired",57.11,106.76,0.49,23.08,0.548556962025316,0.73197715917202,0.142401594419532,0.5,"Medium"
"Rogue_Employee","Internal","Cross","Email","Circular","Hybrid",67.27,94.7,0.1,51.3,0.651443037974684,0.645895788722341,0.423617339312407,0.581,"Medium"
"Weak_Password","External","Cross","Email","Random","Wired",43.09,44.67,0.73,31.45,0.406582278481013,0.288793718772306,0.225809666168411,0.305,"Medium"
"Insider_Malware","External","Cross","Network","Random","Wireless",16.77,53.92,0.64,87.55,0.140050632911392,0.354817987152034,0.784853014449427,0.419,"Medium"
"Hacker_Active","Internal","Cross","Network","Linear","Hybrid",37.32,74.17,0.51,62.09,0.348151898734177,0.499357601713062,0.531141006477329,0.464,"Medium"
"No_Encryption","External","Backward","Network","Random","Wired",35.99,77.29,0.31,66.58,0.334683544303797,0.521627408993576,0.575884404583956,0.482,"Medium"
"No_Encryption","Internal","Backward","Network","Linear","Hybrid",67.71,46.19,0.3,60.25,0.655898734177215,0.299643112062812,0.512805181863478,0.47,"Medium"
"AI_Attack","External","Cross","Email","Random","Wireless",52.14,57.26,0.04,36.65,0.498227848101266,0.378658101356174,0.277628300946687,0.384,"Medium"
"Hacker_Active","Internal","Backward","Email","Random","Hybrid",73.47,131.67,0.15,36.23,0.714227848101266,0.909778729478944,0.273442949676134,0.66,"High"
"Rogue_Employee","External","Upward","API","Random","Hybrid",56.01,88.75,0.18,73.22,0.537417721518987,0.603426124197002,0.642052815146986,0.595,"Medium"
"Insider_Malware","External","Upward","API","Random","Hybrid",26.79,97.81,0.48,65.43,0.241518987341772,0.668094218415418,0.564424514200299,0.509,"Medium"
"Hacker_Active","Internal","Downward","Email","Linear","Wired",57.42,54.13,0.15,49.05,0.551696202531646,0.356316916488223,0.401195814648729,0.428,"Medium"
"Hacker_Active","External","Backward","Email","Linear","Wired",38.78,63.85,0.82,38.57,0.36293670886076,0.425695931477516,0.296761335326358,0.368,"Medium"
"Hacker_Passive","External","Downward","USB","Circular","Wired",50.01,42.97,0.95,70.39,0.476658227848101,0.276659528907923,0.613851519681116,0.438,"Medium"
"Hacker_Passive","Internal","Backward","Network","Circular","Wired",48.48,77.25,0.86,46.41,0.461164556962025,0.521341898643826,0.374887892376682,0.459,"Medium"
"Virus","Internal","Cross","Email","Circular","Hybrid",47.84,69,0.24,55.52,0.454683544303798,0.462455389007852,0.465670154459392,0.461,"Medium"
"Insider_Malware","External","Cross","Email","Circular","Hybrid",45.03,116.24,0.91,71.82,0.426227848101266,0.799643112062812,0.628101644245142,0.636,"High"
"Insider_Malware","Internal","Forward","USB","Circular","Hybrid",78.82,63.64,0.82,46.75,0.768405063291139,0.424197002141328,0.378276033881415,0.514,"Medium"
"Supply_Chain","External","Downward","Network","Circular","Hybrid",72.65,70.21,0.72,40.14,0.705924050632912,0.471092077087794,0.312406576980568,0.494,"Medium"
"Data_Leak","Internal","Downward","Email","Circular","Hybrid",36.66,51.18,0.73,88.99,0.34146835443038,0.335260528194147,0.79920279023418,0.476,"Medium"
"AI_Attack","External","Cross","Network","Linear","Wired",52.98,74.61,0.08,52.16,0.50673417721519,0.502498215560314,0.432187344294968,0.483,"Medium"
"No_Encryption","External","Upward","API","Random","Wired",67.27,54.32,0.21,86.89,0.651443037974684,0.357673090649536,0.778276033881415,0.572,"Medium"
"No_Encryption","External","Downward","Cloud","Circular","Wired",66.54,49.23,0.7,53.01,0.644050632911393,0.321341898643826,0.440657698056801,0.454,"Medium"
"Hacker_Passive","External","Downward","Email","Linear","Wireless",36.57,67.92,0.7,66.41,0.340556962025316,0.454746609564597,0.574190333831589,0.456,"Medium"
"Hacker_Passive","Internal","Forward","Cloud","Linear","Wireless",71.15,51.93,0.46,67.85,0.69073417721519,0.340613847251963,0.588540109616343,0.52,"Medium"
"Supply_Chain","External","Upward","API","Linear","Wired",39.43,52.75,0.71,42.34,0.369518987341772,0.346466809421842,0.334329845540608,0.35,"Medium"
"Rogue_Employee","External","Cross","USB","Circular","Wireless",51.9,80.2,0.36,48.94,0.49579746835443,0.542398286937902,0.400099651220727,0.486,"Medium"
"Virus","Internal","Downward","Network","Random","Wired",52.53,91.78,0.12,88,0.502177215189873,0.625053533190578,0.789337319382163,0.637,"High"
"Virus","External","Cross","Cloud","Circular","Wireless",21.2,87.38,0.8,59.64,0.184911392405063,0.593647394718059,0.506726457399103,0.445,"Medium"
"No_Encryption","External","Downward","USB","Random","Wireless",48,69.9,0.77,75.91,0.456303797468354,0.468879371877231,0.668858993522671,0.525,"Medium"
"Insider_Malware","Internal","Backward","Email","Linear","Wired",18.49,71.82,0.55,35.41,0.15746835443038,0.482583868665239,0.265271549576482,0.32,"Medium"
"Supply_Chain","Internal","Forward","Cloud","Random","Hybrid",20.5,54.85,0.5,74,0.177822784810127,0.361456102783726,0.649825610363727,0.393,"Medium"
"Hacker_Passive","Internal","Cross","Network","Circular","Wireless",54.81,75.9,0.3,55.46,0.52526582278481,0.511705924339757,0.465072247135027,0.502,"Medium"
"Hacker_Passive","Internal","Backward","Cloud","Circular","Wired",55.12,89.97,0.41,57.36,0.528405063291139,0.612134189864383,0.484005979073244,0.549,"Medium"
"AI_Attack","Internal","Downward","USB","Linear","Hybrid",64.62,50.56,0.43,51.94,0.624607594936709,0.330835117773019,0.429995017438964,0.449,"Medium"
"Weak_Password","Internal","Upward","Network","Random","Wireless",55.69,89.98,0.19,58.91,0.534177215189873,0.61220556745182,0.499451918285999,0.555,"Medium"
"Hacker_Passive","Internal","Forward","Email","Random","Wired",39.89,57.01,0.32,62.88,0.374177215189873,0.376873661670236,0.539013452914798,0.425,"Medium"
"Insider_Malware","External","Backward","API","Random","Wireless",37.99,78.6,0.43,34,0.35493670886076,0.530977872947894,0.251220727453911,0.394,"Medium"
"Data_Leak","Internal","Downward","USB","Random","Hybrid",62.07,42.23,0.64,47.98,0.598784810126582,0.271377587437545,0.390533134030892,0.405,"Medium"
"AI_Attack","External","Forward","Email","Random","Wired",71.77,73.42,0.14,66.78,0.697012658227848,0.494004282655246,0.577877428998505,0.58,"Medium"
"Weak_Password","External","Cross","Cloud","Linear","Hybrid",61.98,96.21,0.09,58.17,0.597873417721519,0.65667380442541,0.492077727952167,0.59,"Medium"
"AI_Attack","External","Upward","USB","Circular","Hybrid",53.25,68.44,0.49,61.56,0.50946835443038,0.458458244111349,0.525859491778774,0.494,"Medium"
"Rogue_Employee","Internal","Backward","Cloud","Random","Wired",48.97,38.34,0.67,55.52,0.466126582278481,0.24361170592434,0.465670154459392,0.377,"Medium"
"Hacker_Active","Internal","Downward","USB","Random","Wired",74.43,102.63,0.45,78.27,0.723949367088608,0.702498215560314,0.69237668161435,0.706,"High"
"Hacker_Passive","Internal","Forward","Network","Circular","Wired",12.62,53.56,0.83,60.03,0.0980253164556962,0.352248394004283,0.510612855007474,0.323,"Medium"
"Supply_Chain","Internal","Downward","Cloud","Linear","Wireless",64.89,50.39,0.4,58.81,0.627341772151899,0.329621698786581,0.498455406078725,0.47,"Medium"
"Supply_Chain","External","Downward","Email","Random","Wireless",47.48,57.69,0.29,70.35,0.451037974683544,0.381727337615989,0.613452914798206,0.472,"Medium"
"Virus","Internal","Upward","Cloud","Circular","Wireless",33.09,50.09,0.87,94.44,0.305316455696203,0.327480371163455,0.853512705530643,0.479,"Medium"
"No_Encryption","External","Downward","Network","Linear","Wireless",62.55,73.94,0.15,68.17,0.603645569620253,0.497715917201999,0.591728948679621,0.558,"Medium"
"AI_Attack","Internal","Cross","Cloud","Random","Wired",35.3,76.66,0.27,77.39,0.327696202531646,0.517130620985011,0.683607374190334,0.51,"Medium"
"Insider_Malware","Internal","Forward","Cloud","Random","Wired",55.16,62.78,0.18,47.61,0.528810126582278,0.418058529621699,0.386846038863976,0.442,"Medium"
"No_Encryption","External","Cross","USB","Random","Wireless",52.78,86.45,0.45,61.11,0.504708860759494,0.587009279086367,0.521375186846039,0.543,"Medium"
"Insider_Malware","Internal","Upward","Network","Linear","Hybrid",52.12,78.92,0.73,52.6,0.498025316455696,0.533261955745896,0.436571998006976,0.494,"Medium"
"No_Encryption","Internal","Upward","Email","Linear","Hybrid",22.22,44.42,0.81,73.42,0.195240506329114,0.287009279086367,0.644045839561535,0.367,"Medium"
"Hacker_Passive","External","Downward","Email","Circular","Wired",52.44,83.19,0.15,62.16,0.50126582278481,0.563740185581727,0.531838565022422,0.535,"Medium"
"Hacker_Passive","External","Cross","API","Linear","Wired",42.6,44.02,0.91,69.63,0.401620253164557,0.284154175588865,0.60627802690583,0.416,"Medium"
"Hacker_Passive","Internal","Backward","Cloud","Circular","Wired",39.44,68.32,0.87,100.23,0.369620253164557,0.457601713062099,0.911210762331839,0.567,"Medium"
"AI_Attack","Internal","Downward","USB","Random","Wireless",32.25,64.53,0.46,50.13,0.296810126582278,0.430549607423269,0.411958146487295,0.385,"Medium"
"Rogue_Employee","Internal","Backward","Network","Linear","Wired",32.92,54.02,0.03,68.3,0.303594936708861,0.35553176302641,0.593024414549078,0.411,"Medium"
"Data_Leak","Internal","Backward","Network","Linear","Wireless",37.32,92.52,0.53,44.57,0.348151898734177,0.630335474660957,0.35655206776283,0.464,"Medium"
"Hacker_Active","Internal","Backward","API","Random","Hybrid",68.7,70.52,0.24,49.04,0.665924050632911,0.473304782298358,0.401096163428002,0.509,"Medium"
"No_Encryption","Internal","Upward","Network","Linear","Wireless",60.43,80.37,0.86,76.6,0.582177215189873,0.54361170592434,0.675734927752865,0.595,"Medium"
"Rogue_Employee","External","Forward","Cloud","Circular","Wireless",54.12,69.1,0.14,58.75,0.518278481012658,0.463169164882227,0.49785749875436,0.49,"Medium"
"Hacker_Active","Internal","Downward","Email","Linear","Wireless",75.75,52.31,0.63,65.29,0.737316455696203,0.34332619557459,0.563029397110115,0.527,"Medium"
"Data_Leak","Internal","Backward","USB","Linear","Wired",74.18,81.62,0.5,49.25,0.721417721518987,0.552533904354033,0.403188839063279,0.558,"Medium"
"AI_Attack","External","Upward","Cloud","Random","Wireless",63.54,54.06,0.63,58.05,0.613670886075949,0.35581727337616,0.490881913303438,0.474,"Medium"
"Data_Leak","External","Forward","Cloud","Random","Wireless",32.25,86.99,0.17,45.18,0.296810126582278,0.590863668807994,0.362630792227205,0.434,"Medium"
"Hacker_Passive","Internal","Downward","Network","Circular","Hybrid",71.5,118.34,0.4,68.9,0.694278481012658,0.814632405424697,0.599003487792726,0.714,"High"
"Virus","Internal","Cross","Email","Circular","Hybrid",46.97,76.86,0.77,46.27,0.445873417721519,0.518558172733762,0.373492775286497,0.453,"Medium"
"Rogue_Employee","Internal","Downward","Cloud","Circular","Wireless",46.36,83.49,0.54,55.21,0.439696202531646,0.565881513204854,0.462580966616841,0.497,"Medium"
"Virus","Internal","Downward","Email","Circular","Hybrid",53.56,78.74,0.94,53.53,0.512607594936709,0.53197715917202,0.445839561534629,0.5,"Medium"
