"Threat_Source","Direction","Pattern","Medium","Attack_Strength","Propagation_Speed","Impact","Mutation","Vulnerability_Score","Risk_Score","Risk_Norm","Impact_Norm","Speed_Norm","Propagation_Probability","Threat_Type"
"Hacker_AI","Downward","Random","Internal_System",7.68,3.85,71.62,0,9.92,6.93,0.67682119205298,0.685434516523868,0.316666666666667,0.67,"External"
"Hacker_Human","Upward","Linear","Internal_System",9.49,6.06,36.18,1,8.81,6.39,0.605298013245033,0.291087125848448,0.562222222222222,0.61,"External"
"Malware","Upward","Hybrid","Network",2.01,8.96,25.63,0,5.51,3.97,0.28476821192053,0.173695337710026,0.884444444444445,0.53,"External"
"Data_Leak","Forward","Hybrid","Network",3.1,8.59,71.52,0,2.38,5.75,0.520529801324503,0.684321798152888,0.843333333333333,0.71,"Internal"
"Hacker_Human","Upward","Hybrid","Network",8.81,6.25,47.64,0,6.9,6.49,0.618543046357616,0.418604651162791,0.583333333333333,0.65,"External"
"Misconfiguration","Backward","Random","USB",4.99,8.67,19.25,0,8.13,4.81,0.396026490066225,0.102703905641482,0.852222222222222,0.55,"Internal"
"Weak_Password","Cross","Circular","Email",5.63,4.8,52.64,1,4.29,5.18,0.445033112582781,0.474240569711806,0.422222222222222,0.56,"Internal"
"Misconfiguration","Upward","Random","USB",1.07,7.12,91.89,1,4.09,5.83,0.53112582781457,0.910982530321576,0.68,0.73,"Internal"
"Malware","Upward","Circular","USB",9.29,1.64,83.17,0,6.53,7.09,0.698013245033113,0.813953488372093,0.0711111111111111,0.66,"External"
"Unpatched_System","Upward","Linear","Network",3.07,6.53,31.49,0,4.55,3.94,0.280794701986755,0.238900634249471,0.614444444444444,0.48,"Internal"
"Hacker_Human","Downward","Hybrid","USB",3.97,1.82,32.19,1,7.61,3.6,0.235761589403974,0.246689662846334,0.0911111111111111,0.36,"External"
"Unpatched_System","Downward","Random","USB",9.23,6.76,97.2,0,5.88,8.6,0.898013245033113,0.97006787582063,0.64,0.88,"Internal"
"Weak_Password","Backward","Random","Email",4.25,7.18,82.78,0,6.27,6.65,0.639735099337748,0.80961388672527,0.686666666666667,0.76,"Internal"
"Misconfiguration","Upward","Circular","Internal_System",6.89,5.26,36.44,1,9.67,5.54,0.49271523178808,0.293980193612996,0.473333333333333,0.55,"Internal"
"Misconfiguration","Forward","Circular","Email",7.59,8.12,21.63,1,1.45,4.91,0.409271523178808,0.129186602870813,0.791111111111111,0.55,"Internal"
"Insider_Attack","Downward","Linear","Network",1.38,4.62,45.73,1,5.72,3.74,0.254304635761589,0.397351730277067,0.402222222222222,0.46,"Internal"
"Hacker_Human","Upward","Linear","USB",5.34,7.54,67.18,0,3.29,6.13,0.570860927152318,0.636029820852342,0.726666666666667,0.7,"External"
"Hacker_Human","Forward","Linear","USB",4.21,3.03,82.01,0,4.55,5.6,0.500662251655629,0.801045955268722,0.225555555555556,0.61,"External"
"Virus","Cross","Circular","USB",7,4.25,55.4,0,9.24,6.09,0.565562913907285,0.504951596750862,0.361111111111111,0.6,"External"
"Data_Leak","Backward","Random","USB",4.74,1.28,97.19,1,9.55,6.52,0.622516556291391,0.969956603983532,0.0311111111111111,0.65,"Internal"
"Malware","Upward","Random","Network",5.35,6.3,87.24,1,1.09,6.46,0.614569536423841,0.859241126070991,0.588888888888889,0.74,"External"
"Virus","Upward","Random","USB",5.52,6.38,15.28,1,4.48,3.99,0.287417218543046,0.058528986313564,0.597777777777778,0.45,"External"
"Insider_Attack","Cross","Random","Cloud",6.15,7.25,73.61,0,6.22,6.86,0.667549668874172,0.707577612106376,0.694444444444444,0.75,"Internal"
"Virus","Upward","Linear","Cloud",5.79,6.25,75.95,0,3.6,6.39,0.605298013245033,0.733615221987315,0.583333333333333,0.71,"External"
"Insider_Attack","Backward","Random","Email",1.53,7.12,27.48,0,4.77,3.46,0.217218543046358,0.194280627573161,0.68,0.46,"Internal"
"Hacker_AI","Backward","Linear","Network",3.28,7.83,27.76,0,5.6,4.22,0.317880794701987,0.197396239011906,0.758888888888889,0.52,"External"
"Phishing","Backward","Random","USB",6.51,8.32,35.57,0,7.45,5.78,0.524503311258278,0.284299543785468,0.813333333333333,0.63,"External"
"Insider_Attack","Downward","Circular","Internal_System",8.55,7.44,94.63,1,1.91,8.03,0.822516556291391,0.941471013686436,0.715555555555556,0.86,"Internal"
"Insider_Attack","Backward","Random","Cloud",8.11,9.13,26.05,0,9.54,6.26,0.588079470198676,0.178368754868143,0.903333333333333,0.65,"Internal"
"Insider_Attack","Downward","Random","Cloud",2.2,7.21,63.24,0,5.86,5.22,0.450331125827815,0.592188717035718,0.69,0.64,"Internal"
"Virus","Forward","Random","Internal_System",6.19,5.34,99.15,0,5.49,7.44,0.744370860927152,0.991765884054746,0.482222222222222,0.79,"External"
"Data_Leak","Backward","Linear","Network",8,5.66,76.78,1,9.27,7.53,0.756291390728477,0.742850784466452,0.517777777777778,0.75,"Internal"
"Hacker_AI","Downward","Random","Internal_System",5.62,2.07,33.15,0,8.58,4.28,0.325827814569536,0.257371759207745,0.118888888888889,0.41,"External"
"Data_Leak","Backward","Random","USB",6.52,7.51,91.64,1,7.81,7.9,0.805298013245033,0.908200734394125,0.723333333333333,0.85,"Internal"
"Malware","Backward","Circular","Cloud",2.45,9.7,47.66,0,6.77,5.26,0.455629139072848,0.418827194836987,0.966666666666667,0.66,"External"
"Malware","Cross","Hybrid","USB",3.27,1.19,52.38,1,6.63,3.98,0.286092715231788,0.471347501947257,0.0211111111111111,0.41,"External"
"Virus","Downward","Circular","Internal_System",7.75,4.17,83.37,1,6.53,7.15,0.705960264900662,0.816178925114054,0.352222222222222,0.72,"External"
"Unpatched_System","Upward","Hybrid","USB",1.54,3.46,92.61,0,7.67,5.63,0.504635761589404,0.918994102592634,0.273333333333333,0.64,"Internal"
"Hacker_Human","Cross","Linear","USB",3.9,7.28,32.38,1,8.92,4.81,0.396026490066225,0.248803827751196,0.697777777777778,0.55,"External"
"Unpatched_System","Backward","Hybrid","USB",4.69,4.31,45.32,0,1.16,4.2,0.31523178807947,0.392789584956048,0.367777777777778,0.48,"Internal"
"Phishing","Backward","Linear","Network",2.61,3.97,50.66,1,6.45,4.25,0.321854304635762,0.452208745966396,0.33,0.49,"External"
"Malware","Cross","Linear","Internal_System",8.26,2.89,65.01,1,4.89,6.15,0.573509933774835,0.61188383220207,0.21,0.59,"External"
"Malware","Upward","Hybrid","Internal_System",7.61,2.06,38.56,0,3.48,4.59,0.366887417218543,0.317569823077779,0.117777777777778,0.43,"External"
"Data_Leak","Forward","Linear","Network",9.65,3.53,64.67,0,8.12,7,0.686092715231788,0.608100589740737,0.281111111111111,0.65,"Internal"
"Data_Leak","Forward","Random","Cloud",6.36,6.06,57.48,0,1.67,5.59,0.499337748344371,0.528096138867253,0.562222222222222,0.62,"Internal"
"Hacker_AI","Upward","Circular","Internal_System",4.27,9.2,50.08,0,7.57,5.88,0.537748344370861,0.44575497941471,0.911111111111111,0.69,"External"
"Data_Leak","Backward","Random","Email",9.66,3.18,91.79,1,1.11,7.32,0.728476821192053,0.909869811950595,0.242222222222222,0.72,"Internal"
"Malware","Forward","Hybrid","Internal_System",2.48,2.17,78.04,1,4.01,4.7,0.381456953642384,0.756871035940803,0.13,0.53,"External"
"Misconfiguration","Forward","Random","Cloud",6.53,2.71,54.4,1,9.08,5.59,0.499337748344371,0.493824413041059,0.19,0.54,"Internal"
"Unpatched_System","Backward","Hybrid","Network",7.67,7.13,93.95,0,8.14,8.3,0.858278145695364,0.93390452876377,0.681111111111111,0.87,"Internal"
"Virus","Cross","Random","Cloud",1.11,2.54,77.17,0,7.35,4.66,0.376158940397351,0.747190386113275,0.171111111111111,0.53,"External"
"Hacker_AI","Downward","Hybrid","Cloud",1.21,2.72,74.14,0,2.46,4.12,0.304635761589404,0.713475019472572,0.191111111111111,0.5,"External"
"Hacker_AI","Downward","Linear","Network",2.61,7.42,48.62,1,9.9,5.2,0.447682119205298,0.429509291198398,0.713333333333333,0.61,"External"
"Hacker_Human","Downward","Random","Email",9.76,7.7,83.48,1,5.34,8.34,0.863576158940397,0.817402915322132,0.744444444444444,0.86,"External"
"Malware","Downward","Random","USB",5.27,3.72,15.85,1,1.74,3.13,0.173509933774834,0.0648714810281518,0.302222222222222,0.34,"External"
"Unpatched_System","Downward","Circular","Cloud",5.03,9.01,57.79,1,9.21,6.54,0.625165562913907,0.531545565817292,0.89,0.73,"Internal"
"Hacker_AI","Downward","Circular","Email",5.78,7.23,50.37,0,7.48,5.94,0.545695364238411,0.448981862690553,0.692222222222222,0.65,"External"
"Unpatched_System","Cross","Random","Network",5.73,3.83,51.17,0,3.25,4.86,0.402649006622517,0.457883609658395,0.314444444444444,0.52,"Internal"
"Phishing","Downward","Circular","USB",6,5.2,66.69,1,9.03,6.41,0.60794701986755,0.630577500834539,0.466666666666667,0.66,"External"
"Hacker_Human","Upward","Hybrid","Internal_System",4.15,8.75,35.63,1,8.16,5.24,0.452980132450331,0.284967174808056,0.861111111111111,0.61,"External"
"Phishing","Backward","Hybrid","Cloud",8.73,6.57,90.21,0,9.43,8.48,0.882119205298013,0.892288861689106,0.618888888888889,0.86,"External"
"Virus","Downward","Linear","USB",7.09,9.07,75.67,1,9.01,7.87,0.801324503311258,0.73049961054857,0.896666666666667,0.85,"External"
"Hacker_AI","Downward","Linear","Internal_System",7,5.52,49.98,0,3.39,5.54,0.49271523178808,0.44464226104373,0.502222222222222,0.59,"External"
"Hacker_AI","Backward","Random","Network",8.19,9.91,19.8,1,5.83,5.81,0.528476821192053,0.108823856681874,0.99,0.63,"External"
"Data_Leak","Forward","Hybrid","Cloud",7.46,5.96,87.56,0,9.46,7.88,0.802649006622517,0.862801824858128,0.551111111111111,0.8,"Internal"
"Virus","Cross","Linear","Network",1.07,6.47,21.67,1,3.87,2.87,0.139072847682119,0.129631690219206,0.607777777777778,0.4,"External"
"Hacker_Human","Forward","Random","Email",9.06,8.58,61.88,1,2.25,7.13,0.703311258278146,0.577055747190386,0.842222222222222,0.77,"External"
"Phishing","Backward","Circular","Internal_System",3.86,9.99,98.41,0,3.38,7.43,0.743046357615894,0.983531768109491,0.998888888888889,0.89,"External"
"Insider_Attack","Downward","Linear","Network",5.83,4.87,80.53,0,9.74,6.92,0.675496688741722,0.784577723378213,0.43,0.71,"Internal"
"Data_Leak","Upward","Random","USB",9.63,4.45,30.44,1,1.98,5.19,0.44635761589404,0.227217091354178,0.383333333333333,0.5,"Internal"
"Misconfiguration","Forward","Linear","Cloud",1.81,3.02,60.57,1,3.26,3.9,0.275496688741722,0.562479136530544,0.224444444444444,0.47,"Internal"
"Insider_Attack","Forward","Circular","Network",5.67,6.03,10.29,1,5.13,3.83,0.266225165562914,0.00300433960164682,0.558888888888889,0.42,"Internal"
"Malware","Cross","Circular","Internal_System",8.4,4.91,85.26,0,4.95,7.41,0.740397350993378,0.837209302325581,0.434444444444444,0.75,"External"
"Malware","Downward","Hybrid","Cloud",8.02,3.04,37.36,1,3.69,4.88,0.405298013245033,0.304217202626015,0.226666666666667,0.47,"External"
"Phishing","Downward","Linear","Cloud",2.27,4.99,94.99,1,7.29,6.21,0.581456953642384,0.945476799821965,0.443333333333333,0.71,"External"
"Malware","Upward","Random","Internal_System",8.34,9.84,76.38,1,8.52,8.38,0.868874172185431,0.73839991098253,0.982222222222222,0.89,"External"
"Phishing","Backward","Linear","Internal_System",7.03,6.58,97.21,0,4.22,7.74,0.784105960264901,0.970179147657728,0.62,0.83,"External"
"Data_Leak","Cross","Circular","Network",4.24,6.85,17.42,0,7.83,4.12,0.304635761589404,0.0823411594525426,0.65,0.47,"Internal"
"Weak_Password","Upward","Linear","Network",7.9,7.29,77.99,0,2.46,7.19,0.711258278145696,0.756314676755313,0.698888888888889,0.78,"Internal"
"Hacker_AI","Forward","Circular","Network",6.38,8.92,23.17,1,4.18,5.04,0.426490066225166,0.14632246578391,0.88,0.58,"External"
"Phishing","Forward","Random","Cloud",6.71,9.48,90.76,0,9.97,8.54,0.890066225165563,0.898408812729498,0.942222222222222,0.92,"External"
"Hacker_AI","Cross","Circular","Network",2.69,5.87,75.31,1,4.1,5.4,0.474172185430464,0.726493824413041,0.541111111111111,0.64,"External"
"Virus","Downward","Circular","USB",2.7,8.63,63.81,1,3.47,5.44,0.479470198675497,0.598531211750306,0.847777777777778,0.68,"External"
"Misconfiguration","Cross","Circular","Email",5,2.09,89.46,1,5.74,6.07,0.562913907284768,0.883943473906754,0.121111111111111,0.63,"Internal"
"Data_Leak","Cross","Circular","Internal_System",6.33,4.32,38.88,1,7.81,5.1,0.434437086092715,0.321130521864916,0.368888888888889,0.51,"Internal"
"Hacker_Human","Downward","Circular","Internal_System",9.74,2.13,68.39,0,8.71,6.95,0.679470198675497,0.649493713141204,0.125555555555556,0.63,"External"
"Unpatched_System","Upward","Random","Email",3.38,4.37,57.72,1,2.06,4.4,0.341721854304636,0.530766662957605,0.374444444444444,0.52,"Internal"
"Virus","Backward","Hybrid","Internal_System",7.6,5.62,36.84,1,5.09,5.39,0.472847682119205,0.298431067096918,0.513333333333333,0.55,"External"
"Weak_Password","Cross","Hybrid","Email",7.47,3.68,69.83,1,8.35,6.61,0.634437086092715,0.66551685768332,0.297777777777778,0.65,"Internal"
"Malware","Backward","Circular","Cloud",5.55,5.37,20.74,0,8.62,4.43,0.345695364238411,0.119283409369089,0.485555555555556,0.46,"External"
"Hacker_Human","Downward","Random","Email",4.71,5.13,86.17,1,8.65,6.75,0.652980132450331,0.847335039501502,0.458888888888889,0.72,"External"
"Hacker_Human","Backward","Linear","USB",2.32,1.98,77.67,0,4.15,4.61,0.36953642384106,0.752753977968176,0.108888888888889,0.52,"External"
"Weak_Password","Backward","Circular","Email",9.72,4.63,75.75,0,1.38,7.01,0.687417218543046,0.731389785245354,0.403333333333333,0.7,"Internal"
"Virus","Forward","Random","Email",9.54,4.28,11.74,0,8.22,5.01,0.422516556291391,0.0191387559808613,0.364444444444444,0.45,"External"
"Unpatched_System","Downward","Linear","Network",3.62,2.67,99.07,1,8.29,6.41,0.60794701986755,0.990875709357961,0.185555555555556,0.68,"Internal"
"Hacker_Human","Forward","Circular","Network",9.35,6.69,77.43,0,4.21,7.66,0.773509933774835,0.750083453877824,0.632222222222222,0.79,"External"
"Unpatched_System","Cross","Linear","Email",4.04,4.77,85.71,1,3.54,5.95,0.547019867549669,0.842216534994993,0.418888888888889,0.67,"Internal"
"Malware","Forward","Circular","USB",2.78,3.38,52.69,1,9.53,4.57,0.364238410596027,0.474796928897296,0.264444444444444,0.49,"External"
"Insider_Attack","Cross","Linear","USB",2.58,9.45,88.44,1,7.87,6.99,0.68476821192053,0.872593746522755,0.938888888888889,0.84,"Internal"
"Hacker_AI","Cross","Random","Internal_System",3.22,8.67,31.01,0,2.54,4.19,0.313907284768212,0.233559586068766,0.852222222222222,0.54,"External"
"Hacker_AI","Cross","Hybrid","Network",4.29,7.12,25.93,1,4.42,4.19,0.313907284768212,0.177033492822966,0.68,0.5,"External"
"Misconfiguration","Backward","Hybrid","USB",6.75,7.96,23.43,1,1.86,4.74,0.386754966887417,0.149215533548459,0.773333333333333,0.54,"Internal"
"Malware","Downward","Linear","Network",2.38,9.97,37.65,1,8.54,5.07,0.43046357615894,0.307444085901858,0.996666666666667,0.63,"External"
"Virus","Cross","Random","Cloud",7.06,6.28,59.79,1,4.88,6.25,0.586754966887417,0.553799933236898,0.586666666666667,0.66,"External"
"Malware","Forward","Hybrid","Email",2.85,7.98,77.84,1,7.3,6.29,0.59205298013245,0.754645599198843,0.775555555555556,0.74,"External"
"Unpatched_System","Downward","Circular","Email",3.87,8.46,85.96,0,4.01,6.69,0.645033112582782,0.844998330922443,0.828888888888889,0.79,"Internal"
"Malware","Upward","Circular","USB",9.63,5.43,39.75,1,3.31,5.9,0.540397350993378,0.330811171692445,0.492222222222222,0.58,"External"
"Virus","Forward","Random","Email",1.93,3.9,82.37,0,3.95,5.05,0.427814569536424,0.805051741404251,0.322222222222222,0.6,"External"
"Unpatched_System","Backward","Random","Internal_System",9.36,4.62,56.24,1,9.11,6.89,0.671523178807947,0.514298431067097,0.402222222222222,0.65,"Internal"
"Insider_Attack","Forward","Circular","Network",3.85,9.15,65.25,0,3.84,5.98,0.550993377483444,0.614554356292422,0.905555555555556,0.72,"Internal"
"Hacker_AI","Forward","Hybrid","Email",5.47,6.16,50.37,1,5.45,5.43,0.478145695364238,0.448981862690553,0.573333333333333,0.6,"External"
"Weak_Password","Forward","Hybrid","Internal_System",3.14,9.87,10.02,1,9.34,4.25,0.321854304635762,0,0.985555555555556,0.53,"Internal"
"Hacker_Human","Backward","Circular","Network",2.98,3.99,28.71,0,5.6,3.4,0.209271523178808,0.207967063536219,0.332222222222222,0.39,"External"
"Data_Leak","Downward","Hybrid","Email",2.55,4.11,13.88,0,8.63,3.01,0.157615894039735,0.0429509291198398,0.345555555555556,0.34,"Internal"
"Virus","Cross","Circular","Internal_System",9.53,3.98,86.72,0,9.92,8.12,0.834437086092715,0.853454990541894,0.331111111111111,0.77,"External"
"Hacker_AI","Forward","Hybrid","Network",5.84,9.88,35.76,1,3.12,5.47,0.483443708609271,0.28641370869033,0.986666666666667,0.65,"External"
"Virus","Upward","Circular","Cloud",6.13,5.65,52.37,0,2.64,5.33,0.464900662251656,0.471236230110159,0.516666666666667,0.58,"External"
"Weak_Password","Backward","Hybrid","Cloud",2.57,6.63,24.62,1,4.76,3.56,0.23046357615894,0.162456882163125,0.625555555555556,0.45,"Internal"
"Misconfiguration","Upward","Circular","Network",5.09,2.17,34.26,0,5.39,3.87,0.271523178807947,0.269722933125626,0.13,0.39,"Internal"
"Unpatched_System","Downward","Circular","Email",7.33,7.22,50.46,0,8.98,6.56,0.627814569536424,0.449983309224435,0.691111111111111,0.68,"Internal"
"Hacker_AI","Forward","Hybrid","Cloud",9.45,7.1,13.52,1,1.26,4.92,0.410596026490066,0.0389451429843107,0.677777777777778,0.51,"External"
"Hacker_Human","Upward","Circular","Network",8.03,5.78,66.44,1,3.78,6.6,0.633112582781457,0.627795704907088,0.531111111111111,0.69,"External"
"Malware","Upward","Linear","Internal_System",8.77,9,35.15,1,9.1,6.75,0.652980132450331,0.279626126627351,0.888888888888889,0.69,"External"
"Malware","Upward","Circular","Cloud",4.03,5.91,67.01,1,3.24,5.4,0.474172185430464,0.634138199621676,0.545555555555556,0.63,"External"
"Malware","Upward","Circular","Internal_System",7.17,3.27,65.27,0,4.18,5.83,0.53112582781457,0.614776899966618,0.252222222222222,0.59,"External"
"Unpatched_System","Upward","Random","Email",3.22,2.93,59.33,1,9.5,4.88,0.405298013245033,0.548681428730388,0.214444444444444,0.51,"Internal"
"Hacker_AI","Forward","Circular","Network",2.47,9.48,56.13,0,9.06,5.79,0.525827814569536,0.513074440859019,0.942222222222222,0.7,"External"
"Virus","Forward","Circular","Cloud",7.89,8.02,75.81,0,8.08,7.81,0.793377483443709,0.732057416267943,0.78,0.82,"External"
"Misconfiguration","Forward","Random","USB",4.35,7.56,59.12,0,7.22,5.9,0.540397350993378,0.54634472015133,0.728888888888889,0.67,"Internal"
"Phishing","Downward","Linear","Internal_System",9.38,1.86,62.88,0,7.61,6.46,0.614569536423841,0.588182930900189,0.0955555555555556,0.58,"External"
"Hacker_Human","Upward","Circular","Network",3.6,4.42,44.82,1,4.66,4.22,0.317880794701987,0.387225993101146,0.38,0.48,"External"
"Insider_Attack","Cross","Random","Cloud",4.76,7.14,50.79,0,6.2,5.51,0.488741721854305,0.45365527984867,0.682222222222222,0.62,"Internal"
"Weak_Password","Downward","Random","Cloud",5.21,8.36,82.25,0,6.17,7.14,0.704635761589404,0.803716479359074,0.817777777777778,0.81,"Internal"
"Insider_Attack","Upward","Random","Email",9.28,3.45,92.21,1,5.44,7.71,0.780132450331126,0.914543229108713,0.272222222222222,0.75,"Internal"
"Data_Leak","Backward","Circular","Network",8.85,5.67,47.94,0,1.04,5.81,0.528476821192053,0.421942806275732,0.518888888888889,0.6,"Internal"
"Malware","Upward","Circular","USB",7.97,3.42,18.67,0,1.03,3.92,0.278145695364238,0.0962501390897964,0.268888888888889,0.38,"External"
"Weak_Password","Backward","Hybrid","Network",5.37,7.14,57.87,0,6.32,5.99,0.552317880794702,0.532435740514076,0.682222222222222,0.66,"Internal"
"Hacker_AI","Cross","Circular","Cloud",3.83,9.28,48.91,0,9.73,5.93,0.544370860927152,0.432736174474241,0.92,0.69,"External"
"Weak_Password","Upward","Circular","Cloud",7.54,5.12,44.56,1,2.42,5.31,0.462251655629139,0.384332925336597,0.457777777777778,0.55,"Internal"
"Virus","Downward","Linear","Cloud",5.2,6.96,64.04,0,2.87,5.8,0.527152317880795,0.601090464003561,0.662222222222222,0.66,"External"
"Unpatched_System","Cross","Random","USB",5.21,3.41,53.03,1,6.37,5,0.421192052980132,0.478580171358629,0.267777777777778,0.52,"Internal"
"Malware","Backward","Circular","Email",7.76,1.78,68,0,5.5,5.95,0.547019867549669,0.645154111494381,0.0866666666666667,0.57,"External"
"Weak_Password","Cross","Linear","Internal_System",6.74,2.53,18.91,0,2.19,3.5,0.222516556291391,0.0989206631801491,0.17,0.34,"Internal"
"Misconfiguration","Backward","Hybrid","Internal_System",1.58,8.28,29.39,0,2.88,3.59,0.234437086092715,0.215533548458885,0.808888888888889,0.5,"Internal"
"Phishing","Upward","Hybrid","Network",9.43,6.75,49.38,0,6.58,6.81,0.660927152317881,0.437965950817848,0.638888888888889,0.68,"External"
"Insider_Attack","Upward","Hybrid","Email",2.02,4.44,39.04,0,4.4,3.5,0.222516556291391,0.322910871258484,0.382222222222222,0.43,"Internal"
"Malware","Forward","Circular","Network",9.24,9.06,99.48,0,1.39,8.7,0.911258278145695,0.995437854678981,0.895555555555556,0.94,"External"
"Hacker_AI","Forward","Circular","USB",6.18,3.13,40.89,1,8.42,4.96,0.415894039735099,0.34349616112162,0.236666666666667,0.48,"External"
"Data_Leak","Upward","Hybrid","Internal_System",4.74,5.29,76.31,1,1.53,5.69,0.512582781456954,0.737621008122844,0.476666666666667,0.65,"Internal"
"Weak_Password","Forward","Random","Email",7.32,3.26,63.4,1,5.69,5.95,0.547019867549669,0.593969066429287,0.251111111111111,0.59,"Internal"
"Insider_Attack","Backward","Circular","Internal_System",9.99,7.04,57.08,0,8.43,7.53,0.756291390728477,0.523645265383331,0.671111111111111,0.74,"Internal"
"Hacker_AI","Backward","Linear","Email",9.56,5.85,83.95,0,5.81,7.98,0.815894039735099,0.822632691665739,0.538888888888889,0.8,"External"
"Virus","Downward","Hybrid","Email",9.03,6.78,50.01,1,9.63,7.03,0.690066225165563,0.444976076555024,0.642222222222222,0.69,"External"
"Weak_Password","Downward","Linear","Cloud",8.29,3.72,75.6,1,3.45,6.6,0.633112582781457,0.729720707688884,0.302222222222222,0.66,"Internal"
"Hacker_Human","Cross","Circular","Internal_System",6.89,6.25,82.42,1,3.07,6.92,0.675496688741722,0.805608100589741,0.583333333333333,0.75,"External"
"Data_Leak","Downward","Linear","Network",4.78,3.95,19.08,1,5.49,3.54,0.227814569536424,0.100812284410816,0.327777777777778,0.38,"Internal"
"Virus","Backward","Linear","Email",8.38,9.77,14.51,1,3.47,5.4,0.474172185430464,0.0499610548570157,0.974444444444444,0.59,"External"
"Data_Leak","Downward","Hybrid","Network",7.1,4.78,45.87,1,9.89,5.91,0.541721854304636,0.398909535996439,0.42,0.58,"Internal"
"Phishing","Forward","Linear","USB",9.61,6.65,62.07,0,1.34,6.83,0.663576158940397,0.579169912095249,0.627777777777778,0.71,"External"
"Malware","Forward","Hybrid","USB",3.49,6.47,94.12,1,3.11,6.42,0.609271523178808,0.935796149994436,0.607777777777778,0.75,"External"
"Hacker_AI","Downward","Random","Internal_System",5.73,6.37,67.55,1,7.51,6.45,0.613245033112583,0.640146878824969,0.596666666666667,0.69,"External"
"Hacker_Human","Backward","Linear","USB",4.84,7.85,56.79,1,7.62,6.06,0.56158940397351,0.520418382107488,0.761111111111111,0.68,"External"
"Hacker_Human","Upward","Circular","Internal_System",4.43,8.22,24.13,1,9.82,4.92,0.410596026490066,0.157004562145321,0.802222222222222,0.56,"External"
"Hacker_Human","Cross","Linear","Cloud",6.95,1.01,93.3,0,7.12,6.73,0.650331125827815,0.926671859352398,0.00111111111111111,0.65,"External"
"Virus","Forward","Circular","Network",2.46,3.77,80.45,0,2.67,4.98,0.418543046357616,0.783687548681429,0.307777777777778,0.59,"External"
"Virus","Backward","Random","Network",4.23,1.62,70.42,1,4.94,4.9,0.40794701986755,0.672081896072104,0.0688888888888889,0.51,"External"
"Unpatched_System","Upward","Hybrid","Internal_System",5.69,5.75,70.97,1,1.28,5.82,0.529801324503311,0.678201847112496,0.527777777777778,0.65,"Internal"
"Insider_Attack","Cross","Random","USB",8.65,5.12,77.64,0,7.2,7.44,0.744370860927152,0.752420162456882,0.457777777777778,0.74,"Internal"
"Malware","Downward","Random","USB",6.01,8.6,48.21,0,4.16,5.87,0.536423841059603,0.424947145877378,0.844444444444444,0.67,"External"
"Insider_Attack","Upward","Hybrid","Internal_System",9.5,3.19,45.83,1,7.02,6.02,0.556291390728477,0.398464448648047,0.243333333333333,0.55,"Internal"
"Phishing","Upward","Random","USB",9.44,5.16,96.69,0,4.84,8.22,0.847682119205298,0.96439301212863,0.462222222222222,0.82,"External"
"Phishing","Cross","Random","Cloud",1.54,6.9,65.76,1,9.15,5.39,0.472847682119205,0.620229219984422,0.655555555555556,0.64,"External"
"Hacker_AI","Backward","Linear","Email",7.99,4.72,72.58,1,5.35,6.78,0.656953642384106,0.696116612885279,0.413333333333333,0.68,"External"
"Malware","Downward","Circular","Network",5.87,4.28,40.72,1,4.75,4.72,0.384105960264901,0.341604539890954,0.364444444444444,0.49,"External"
"Unpatched_System","Upward","Hybrid","Internal_System",6.42,7.24,61.88,0,1.92,6.04,0.558940397350993,0.577055747190386,0.693333333333333,0.68,"Internal"
"Phishing","Downward","Hybrid","Internal_System",6.05,4.48,37.86,1,8.61,5.09,0.433112582781457,0.309780794480917,0.386666666666667,0.51,"External"
"Hacker_Human","Cross","Hybrid","Network",2.24,5.9,65.18,1,9.65,5.42,0.47682119205298,0.613775453432736,0.544444444444445,0.62,"External"
"Hacker_AI","Cross","Linear","USB",4.35,4.06,79.3,1,3.54,5.64,0.505960264900662,0.770891287415155,0.34,0.62,"External"
"Phishing","Backward","Random","USB",3.21,8.66,72.1,1,5.72,6.15,0.573509933774835,0.690775564704573,0.851111111111111,0.74,"External"
"Malware","Upward","Random","Internal_System",7.69,8.4,55.08,1,5.63,6.75,0.652980132450331,0.501390897963725,0.822222222222222,0.73,"External"
"Insider_Attack","Upward","Circular","Internal_System",9.34,3.57,57.15,1,8.68,6.67,0.642384105960265,0.524424168243018,0.285555555555556,0.62,"Internal"
"Hacker_AI","Upward","Hybrid","Internal_System",4.81,5.5,39.18,0,8.83,4.99,0.419867549668874,0.324468676977857,0.5,0.53,"External"
"Weak_Password","Backward","Random","Email",3.84,4.41,10.99,0,7.47,3.22,0.185430463576159,0.010793368198509,0.378888888888889,0.35,"Internal"
"Hacker_AI","Downward","Hybrid","USB",9.34,7.77,49.23,0,6.66,6.99,0.68476821192053,0.436296873261377,0.752222222222222,0.71,"External"
"Malware","Downward","Hybrid","Internal_System",5.62,9.06,30.04,1,5.81,5.28,0.458278145695364,0.222766217870257,0.895555555555556,0.61,"External"
"Unpatched_System","Upward","Hybrid","Email",2.19,7.76,83.3,1,8.94,6.44,0.611920529801325,0.815400022254367,0.751111111111111,0.76,"Internal"
"Virus","Cross","Circular","Network",5.24,4.39,39.96,1,9.8,5.03,0.425165562913907,0.333147880271503,0.376666666666667,0.51,"External"
