"Record_ID","Threat","Vulnerability","Attack_Type","Severity","CVSS_Score","Detection_Time","Response_Time","Security_Control_Effectiveness","Attack_Success","Risk_Score"
850,"Malware","Missing Security Patch","Network Attack","Medium",6.56,11.81,27.47,42.64,"No",44.25
851,"Phishing","Weak Encryption","Web Attack","Medium",5.53,18,24.49,61.06,"No",36.73
852,"DDoS","SQL Injection","Social Engineering","Medium",6.07,16.67,34.61,63.07,"Yes",54.7
853,"Insider Threat","Cross Site Scripting","Web Attack","High",7.56,14.44,25.99,93.18,"Yes",59.71
854,"DDoS","Outdated Software","Web Attack","High",7.24,22.41,20.52,60.34,"Yes",65.57
855,"Phishing","Missing Security Patch","Network Attack","Medium",4.63,6.59,12.38,77.34,"Yes",38.43
856,"Phishing","Cross Site Scripting","Web Attack","High",8.82,21.56,43.93,93.13,"No",56.38
857,"Insider Threat","Weak Password","Web Attack","Low",1.82,4.07,12.96,76.38,"Yes",17.91
858,"Malware","SQL Injection","Network Attack","Medium",6.51,21.9,26.9,68.05,"Yes",59.1
859,"Malware","Outdated Software","Social Engineering","Medium",5.59,14.8,29.02,93.77,"No",31.01
860,"Insider Threat","Weak Encryption","Social Engineering","Medium",4.66,9.6,12.65,93.43,"Yes",37.45
861,"Phishing","SQL Injection","Social Engineering","Medium",6.14,24.51,12.54,88.76,"Yes",54.46
862,"Malware","Outdated Software","Web Attack","Medium",4.29,7.66,8.62,74.89,"No",21.89
863,"DDoS","Missing Security Patch","Network Attack","High",6.95,14.08,26.72,77.26,"Yes",57.71
864,"Phishing","Missing Security Patch","Network Attack","Medium",6.37,18.56,15.74,47,"No",44.94
865,"DDoS","Privilege Escalation","Network Attack","Low",3.63,7.01,9.89,51.88,"Yes",35.43
866,"Malware","Insecure API","Social Engineering","Medium",5.13,13.45,20.77,73.69,"Yes",45.27
867,"Malware","Outdated Software","Network Attack","High",7.32,20.78,26.37,84.9,"No",46.83
868,"Malware","Weak Password","Social Engineering","High",7.74,24.45,29.51,58.19,"No",55.26
869,"Phishing","Missing Security Patch","Social Engineering","Low",2.55,10.87,11.39,82.84,"No",9.79
870,"Phishing","Privilege Escalation","Web Attack","Low",3.31,8.48,12.19,82.59,"No",14.14
871,"Malware","Privilege Escalation","Web Attack","Medium",5.76,20.74,22.59,56.72,"Yes",55.08
872,"Malware","Weak Password","Network Attack","Medium",5.69,16.98,21.2,71.97,"Yes",50.84
873,"DDoS","System Misconfiguration","Network Attack","Medium",6.34,17.61,23.52,62.73,"No",42
874,"Phishing","System Misconfiguration","Web Attack","Medium",6.62,10.7,26.26,60.77,"Yes",56.49
875,"Insider Threat","Privilege Escalation","Social Engineering","Medium",4.22,9.76,18.7,61.54,"No",24.22
876,"DDoS","Outdated Software","Network Attack","Low",2.99,6.04,12.98,93.35,"Yes",24.33
877,"Malware","Privilege Escalation","Web Attack","Medium",4.68,22.84,19.76,42.76,"No",35.51
878,"DDoS","SQL Injection","Web Attack","Medium",6.59,16.65,13.1,46.75,"No",45.81
879,"Insider Threat","Weak Encryption","Network Attack","Medium",6.43,13.59,29.61,81.32,"Yes",53.27
880,"DDoS","Insecure API","Network Attack","Medium",3.99,17.48,19.73,45.82,"No",28.07
881,"Malware","System Misconfiguration","Web Attack","Critical",9.49,29.91,52.48,43.76,"No",71.82
882,"Insider Threat","Insecure API","Social Engineering","Low",3.13,8.26,16.39,52.57,"No",17.3
883,"DDoS","Privilege Escalation","Social Engineering","High",8.22,47.73,52.89,74.93,"No",65.41
884,"Malware","Privilege Escalation","Network Attack","High",7.36,9.01,24.16,60.61,"Yes",61.01
885,"DDoS","Cross Site Scripting","Web Attack","Medium",4.88,21.04,31.11,43.35,"No",36.07
886,"Insider Threat","Privilege Escalation","Network Attack","Low",3.01,6.98,7.14,46.68,"No",16.83
887,"Phishing","Privilege Escalation","Web Attack","High",6.91,23.85,16.5,85.68,"No",45.07
888,"Malware","Open Port","Network Attack","Medium",4.57,22.58,31.74,82.47,"No",28.64
889,"Malware","Weak Password","Network Attack","Medium",6.53,18.97,21.89,83.7,"Yes",55.77
890,"Malware","Missing Security Patch","Network Attack","Medium",6.51,16.19,35.22,53.53,"No",43.98
891,"DDoS","SQL Injection","Web Attack","Low",3.14,1.73,13.5,93.32,"Yes",23.68
892,"DDoS","Open Port","Network Attack","Low",2.49,9.65,7.36,62.71,"Yes",26.91
893,"DDoS","Weak Encryption","Network Attack","Low",3.29,8.78,11.41,46.48,"Yes",34.59
894,"Phishing","Weak Password","Web Attack","High",7.34,25.01,38.2,51.69,"Yes",68.61
895,"Insider Threat","Outdated Software","Network Attack","High",7.66,17.49,31.38,85.66,"No",47.78
896,"DDoS","Insecure API","Web Attack","High",8.83,31.54,54.02,80.87,"Yes",77.27
897,"Malware","Open Port","Web Attack","Medium",5.17,23.92,29.58,62.81,"Yes",51.32
898,"Phishing","Outdated Software","Web Attack","Medium",6.5,20.3,26.02,86.36,"Yes",55.68
899,"Malware","Privilege Escalation","Web Attack","Medium",5.8,16.63,21.98,72.2,"Yes",51.4
900,"DDoS","Insecure API","Web Attack","Critical",9.57,39.2,44.13,70.77,"No",72.03
901,"Insider Threat","Missing Security Patch","Social Engineering","Low",2.59,8.64,8.98,58.67,"No",12.78
902,"Phishing","System Misconfiguration","Social Engineering","Low",2.82,12.08,7.81,83.85,"No",11.98
903,"Insider Threat","SQL Injection","Network Attack","Low",2.79,6.84,10.21,76.35,"No",10.84
904,"DDoS","SQL Injection","Social Engineering","Low",2.6,7.62,8.89,55.76,"Yes",27.88
905,"DDoS","Weak Encryption","Web Attack","Medium",4.57,8.25,14.57,47.33,"No",28.22
906,"Phishing","Outdated Software","Web Attack","High",7.72,34.9,49.36,59.74,"No",59.01
907,"DDoS","Missing Security Patch","Social Engineering","Medium",6.29,18.07,19.83,50.09,"Yes",58.73
908,"Insider Threat","Open Port","Web Attack","Medium",5.63,16.38,20.99,76.52,"Yes",49.51
909,"Insider Threat","System Misconfiguration","Social Engineering","Medium",6.89,25.04,31.58,83.67,"No",45.68
910,"Malware","SQL Injection","Network Attack","Medium",6.58,17.53,27.88,80.04,"Yes",56.07
911,"Malware","Weak Password","Web Attack","Low",2.87,8.53,12.5,40.11,"No",17.48
912,"Malware","Privilege Escalation","Network Attack","Low",1.62,11.79,8.01,43.48,"No",9.56
913,"Insider Threat","Weak Encryption","Network Attack","Low",3.84,18,25.54,61.59,"No",24.82
914,"DDoS","Privilege Escalation","Social Engineering","Medium",6.19,18.56,19.08,88.1,"No",37.56
915,"Phishing","Weak Password","Web Attack","Medium",3.97,10.76,9.48,58.07,"No",23.41
916,"Insider Threat","Weak Encryption","Web Attack","Medium",6.48,16.92,24.7,54.76,"No",43.88
917,"DDoS","Weak Encryption","Social Engineering","Critical",9.38,36.94,60.45,82.48,"Yes",83.09
918,"Phishing","Weak Encryption","Social Engineering","Low",3.23,10.96,10.63,62.38,"No",17.67
919,"Phishing","Insecure API","Web Attack","Medium",5.99,16.69,26.44,76.66,"Yes",52.12
920,"Phishing","Insecure API","Social Engineering","Low",3.87,8.29,13.8,66.99,"Yes",35.38
921,"Insider Threat","Weak Encryption","Network Attack","High",8.15,33.33,50.22,44.83,"No",63.68
922,"Malware","Weak Encryption","Web Attack","High",7.13,19.35,28.55,45.76,"No",50.82
923,"Phishing","Weak Encryption","Social Engineering","High",6.96,20.44,23.88,91.2,"Yes",58.19
924,"Insider Threat","Missing Security Patch","Web Attack","High",8.58,39.35,41.36,82.34,"No",63.49
925,"DDoS","Missing Security Patch","Web Attack","Medium",6.08,17.63,17.07,86.99,"Yes",51.57
926,"DDoS","Missing Security Patch","Social Engineering","Medium",6.5,20.28,24.69,63.09,"Yes",59.15
927,"Phishing","SQL Injection","Web Attack","High",7.81,17.3,27.89,90.86,"No",47.99
928,"DDoS","Missing Security Patch","Social Engineering","Medium",6.68,21.14,27.09,69,"Yes",59.86
929,"Malware","Privilege Escalation","Web Attack","Low",3.35,9.13,12.76,49.09,"No",19.72
930,"DDoS","Privilege Escalation","Network Attack","Low",3.69,9.44,14.32,58.52,"Yes",35.86
931,"Insider Threat","Outdated Software","Web Attack","Medium",6.19,16.44,31.64,93.44,"Yes",50.91
932,"Malware","Open Port","Web Attack","Medium",6.25,16.49,20.27,77.7,"Yes",53.68
933,"DDoS","Insecure API","Web Attack","Medium",6.44,19.55,19.31,88.73,"No",39.61
934,"DDoS","System Misconfiguration","Web Attack","Medium",4.99,18.74,20.91,75.98,"No",31
935,"Insider Threat","Missing Security Patch","Network Attack","High",7.41,13.57,17.26,88.2,"No",44.09
936,"Malware","Weak Password","Web Attack","Medium",6.14,19.87,25.78,86.53,"No",37.93
937,"Phishing","Missing Security Patch","Web Attack","Medium",6.09,19.52,21.16,46.22,"No",43.51
938,"Insider Threat","Missing Security Patch","Social Engineering","High",8.86,29.16,38.56,54.04,"Yes",80.57
939,"Insider Threat","Insecure API","Network Attack","Medium",6.3,19.65,20.65,66.01,"Yes",57.03
940,"Malware","Open Port","Social Engineering","High",7.61,27.82,29,89.66,"No",50.98
941,"Insider Threat","Weak Encryption","Web Attack","Low",3.6,9.17,17.41,71.61,"Yes",33.15
942,"Phishing","SQL Injection","Web Attack","High",8.07,31.69,44.13,68.37,"Yes",73.94
943,"Phishing","Missing Security Patch","Social Engineering","Medium",6.41,14.81,29.65,44.71,"No",44.11
944,"Phishing","Weak Encryption","Web Attack","High",8.43,41.9,31.97,43.61,"Yes",84.26
945,"Malware","Privilege Escalation","Web Attack","High",8.59,37.42,41.06,63.11,"Yes",80.61
946,"Malware","Privilege Escalation","Social Engineering","Medium",5.77,15.45,25.52,53.3,"Yes",53.57
947,"Phishing","Outdated Software","Social Engineering","Medium",4.51,5.95,11.7,82.99,"Yes",36.5
948,"Phishing","Missing Security Patch","Social Engineering","High",8.36,44.89,60.42,79.3,"No",64.6
949,"Phishing","Open Port","Network Attack","Medium",3.9,8.13,16.1,74.3,"No",19.41
950,"Phishing","Privilege Escalation","Network Attack","Low",3.13,7.89,15.15,47.45,"No",17.95
951,"DDoS","SQL Injection","Web Attack","Low",3.58,7.05,12.55,72.74,"No",17
952,"Malware","Insecure API","Network Attack","Medium",5.8,25.48,23.08,41.7,"Yes",59.52
953,"Insider Threat","Privilege Escalation","Web Attack","High",7.05,18,31.65,90.93,"Yes",57.89
954,"Malware","Open Port","Web Attack","High",7.04,15.4,26.41,61.78,"No",46.16
955,"Phishing","Weak Encryption","Network Attack","Low",3.38,9.01,11.86,52.39,"No",19.43
956,"Insider Threat","Missing Security Patch","Social Engineering","Critical",9.03,34.18,52.65,78.19,"No",65.15
957,"DDoS","System Misconfiguration","Social Engineering","Critical",8.92,25.79,44.83,83.24,"No",60.26
958,"Malware","Weak Encryption","Network Attack","Low",3.23,10.23,8.54,85.76,"No",13.84
959,"Phishing","System Misconfiguration","Network Attack","Medium",4.36,19.87,29.71,87.14,"Yes",40.39
960,"Phishing","Insecure API","Web Attack","Low",3.86,10.71,14.71,43.48,"Yes",39.8
961,"Phishing","System Misconfiguration","Web Attack","Low",2.76,9.86,10.23,45.26,"No",16.45
962,"Phishing","Cross Site Scripting","Network Attack","Critical",9.47,41.95,44.6,80.91,"Yes",85.96
963,"DDoS","Weak Password","Web Attack","Medium",4.35,7.46,15.03,41.28,"No",27.27
964,"Malware","Weak Encryption","Web Attack","Medium",4.12,13.79,25.74,56.2,"No",25.96
965,"Insider Threat","Privilege Escalation","Web Attack","Low",3.09,2.66,9.49,85.74,"Yes",24.84
966,"DDoS","System Misconfiguration","Network Attack","Critical",9.83,26.54,46.34,49.96,"Yes",86.93
967,"Phishing","System Misconfiguration","Web Attack","Medium",5.76,18.07,24.11,62.06,"Yes",53.21
968,"Malware","Missing Security Patch","Social Engineering","Medium",6.08,17.51,14.12,56.44,"Yes",56.08
969,"DDoS","Privilege Escalation","Web Attack","Medium",6.2,18.51,27.06,94.54,"Yes",51.63
970,"Phishing","Weak Encryption","Social Engineering","High",7.43,18.15,26.35,64.71,"Yes",64.57
971,"DDoS","SQL Injection","Network Attack","Low",2.36,8.2,7.33,74.37,"No",8.63
972,"Malware","Insecure API","Web Attack","Medium",5.1,7.29,13.06,67.79,"No",28.44
973,"Insider Threat","SQL Injection","Network Attack","Low",3.85,5.39,13.4,66.9,"No",19.09
974,"Malware","Privilege Escalation","Web Attack","High",7.95,38.21,40.05,64.07,"No",61.32
975,"Malware","System Misconfiguration","Network Attack","Medium",5.59,19.66,26.83,42.3,"No",40.63
976,"DDoS","Outdated Software","Web Attack","Medium",5.98,15.05,25.97,51.06,"No",40.19
977,"Insider Threat","Insecure API","Web Attack","Low",3.46,9.92,10.1,51.5,"No",20.47
978,"Malware","Outdated Software","Social Engineering","Medium",6.09,27.08,18.58,73.09,"Yes",57.49
979,"Phishing","Open Port","Social Engineering","Low",3.75,8.82,10.65,44.62,"No",23.11
980,"Phishing","Privilege Escalation","Web Attack","Low",2.93,5.09,7.75,73.27,"No",11.57
981,"Phishing","Open Port","Social Engineering","Medium",5.96,23.01,25.27,94.88,"No",36.71
982,"DDoS","Cross Site Scripting","Network Attack","High",7.59,15.59,27.89,71.98,"No",48.58
983,"Insider Threat","Insecure API","Web Attack","High",8.79,37.54,46.64,45.52,"No",69.7
984,"DDoS","Outdated Software","Web Attack","Medium",6.9,17.97,29.84,61.04,"Yes",61.33
985,"Insider Threat","SQL Injection","Web Attack","Critical",9.04,34.93,44.1,80.31,"Yes",80.23
986,"DDoS","SQL Injection","Network Attack","Low",2.48,6.7,11.21,70.9,"No",9.4
987,"Malware","SQL Injection","Web Attack","Critical",9.35,40.54,38.55,90.06,"No",68.19
988,"Malware","Outdated Software","Network Attack","High",8.37,47.16,33.7,43.85,"No",70.85
989,"Malware","Open Port","Web Attack","Medium",6.36,19.11,22.49,60.52,"No",43.1
990,"Phishing","System Misconfiguration","Web Attack","Medium",4.96,16.43,38.44,53.38,"Yes",48.32
991,"Malware","Missing Security Patch","Network Attack","Medium",6.1,17.11,25.9,70.66,"Yes",53.95
992,"Malware","Cross Site Scripting","Web Attack","High",7.88,40.26,50.76,43.27,"No",64.79
993,"DDoS","System Misconfiguration","Web Attack","Low",3.22,8.12,10.48,47.68,"No",18.65
994,"Phishing","System Misconfiguration","Web Attack","Medium",6.82,11.36,23.89,49.89,"No",44.81
995,"DDoS","Insecure API","Network Attack","Critical",9.14,46.81,37.73,67.37,"No",72.57
996,"Insider Threat","Open Port","Network Attack","High",7.92,34.24,44.54,60.27,"Yes",75.08
997,"DDoS","Cross Site Scripting","Web Attack","Critical",9.23,34.2,40.41,59.75,"Yes",84.33
998,"Phishing","SQL Injection","Social Engineering","Medium",5.01,7.34,14.64,93.71,"No",23.96
999,"DDoS","Outdated Software","Network Attack","Medium",6.87,16.24,33.31,52.41,"No",46.72
1000,"Malware","System Misconfiguration","Network Attack","High",7.89,28.44,54.34,67.84,"No",56.43
